CASE	CLASS	SEX	AGE	SURVIVED
1515	3rd	male	child	yes
1516	3rd	male	child	yes
1517	3rd	male	child	yes
1518	3rd	male	child	yes
1519	3rd	male	child	yes
1520	1st	female	child	yes
1521	2nd	female	child	yes
1522	2nd	female	child	yes
1523	2nd	female	child	yes
1524	2nd	female	child	yes
1525	2nd	female	child	yes
1526	2nd	female	child	yes
1527	2nd	female	child	yes
1528	2nd	female	child	yes
1529	2nd	female	child	yes
1530	2nd	female	child	yes
1531	2nd	female	child	yes
1532	2nd	female	child	yes
1533	2nd	female	child	yes
1534	3rd	female	child	yes
1535	3rd	female	child	yes
1536	3rd	female	child	yes
1537	3rd	female	child	yes
1538	3rd	female	child	yes
1539	3rd	female	child	yes
1540	3rd	female	child	yes
1541	3rd	female	child	yes
1542	3rd	female	child	yes
1543	3rd	female	child	yes
1544	3rd	female	child	yes
1545	3rd	female	child	yes
1546	3rd	female	child	yes
1547	3rd	female	child	yes
1548	1st	male	adult	yes
1549	1st	male	adult	yes
1550	1st	male	adult	yes
1551	1st	male	adult	yes
1552	1st	male	adult	yes
1553	1st	male	adult	yes
1554	1st	male	adult	yes
1555	1st	male	adult	yes
1556	1st	male	adult	yes
1557	1st	male	adult	yes
1558	1st	male	adult	yes
1559	1st	male	adult	yes
1560	1st	male	adult	yes
1561	1st	male	adult	yes
1562	1st	male	adult	yes
1563	1st	male	adult	yes
1564	1st	male	adult	yes
1565	1st	male	adult	yes
1566	1st	male	adult	yes
1567	1st	male	adult	yes
1568	1st	male	adult	yes
1569	1st	male	adult	yes
1570	1st	male	adult	yes
1571	1st	male	adult	yes
1572	1st	male	adult	yes
1573	1st	male	adult	yes
1574	1st	male	adult	yes
1575	1st	male	adult	yes
1576	1st	male	adult	yes
1577	1st	male	adult	yes
1578	1st	male	adult	yes
1579	1st	male	adult	yes
1580	1st	male	adult	yes
1581	1st	male	adult	yes
1582	1st	male	adult	yes
1583	1st	male	adult	yes
1584	1st	male	adult	yes
1585	1st	male	adult	yes
1586	1st	male	adult	yes
1587	1st	male	adult	yes
1588	1st	male	adult	yes
1589	1st	male	adult	yes
1590	1st	male	adult	yes
1591	1st	male	adult	yes
1592	1st	male	adult	yes
1593	1st	male	adult	yes
1594	1st	male	adult	yes
1595	1st	male	adult	yes
1596	1st	male	adult	yes
1597	1st	male	adult	yes
1598	1st	male	adult	yes
1599	1st	male	adult	yes
1600	1st	male	adult	yes
1601	1st	male	adult	yes
1602	1st	male	adult	yes
1603	1st	male	adult	yes
1604	1st	male	adult	yes
1605	2nd	male	adult	yes
1606	2nd	male	adult	yes
1607	2nd	male	adult	yes
1608	2nd	male	adult	yes
1609	2nd	male	adult	yes
1610	2nd	male	adult	yes
1611	2nd	male	adult	yes
1612	2nd	male	adult	yes
1613	2nd	male	adult	yes
1614	2nd	male	adult	yes
1615	2nd	male	adult	yes
1616	2nd	male	adult	yes
1617	2nd	male	adult	yes
1618	2nd	male	adult	yes
1619	3rd	male	adult	yes
1620	3rd	male	adult	yes
1621	3rd	male	adult	yes
1622	3rd	male	adult	yes
1623	3rd	male	adult	yes
1624	3rd	male	adult	yes
1625	3rd	male	adult	yes
1626	3rd	male	adult	yes
1627	3rd	male	adult	yes
1628	3rd	male	adult	yes
1629	3rd	male	adult	yes
1630	3rd	male	adult	yes
1631	3rd	male	adult	yes
1632	3rd	male	adult	yes
1633	3rd	male	adult	yes
1634	3rd	male	adult	yes
1635	3rd	male	adult	yes
1636	3rd	male	adult	yes
1637	3rd	male	adult	yes
1638	3rd	male	adult	yes
1639	3rd	male	adult	yes
1640	3rd	male	adult	yes
1641	3rd	male	adult	yes
1642	3rd	male	adult	yes
1643	3rd	male	adult	yes
1644	3rd	male	adult	yes
1645	3rd	male	adult	yes
1646	3rd	male	adult	yes
1647	3rd	male	adult	yes
1648	3rd	male	adult	yes
1649	3rd	male	adult	yes
1650	3rd	male	adult	yes
1651	3rd	male	adult	yes
1652	3rd	male	adult	yes
1653	3rd	male	adult	yes
1654	3rd	male	adult	yes
1655	3rd	male	adult	yes
1656	3rd	male	adult	yes
1657	3rd	male	adult	yes
1658	3rd	male	adult	yes
1659	3rd	male	adult	yes
1660	3rd	male	adult	yes
1661	3rd	male	adult	yes
1662	3rd	male	adult	yes
1663	3rd	male	adult	yes
1664	3rd	male	adult	yes
1665	3rd	male	adult	yes
1666	3rd	male	adult	yes
1667	3rd	male	adult	yes
1668	3rd	male	adult	yes
1669	3rd	male	adult	yes
1670	3rd	male	adult	yes
1671	3rd	male	adult	yes
1672	3rd	male	adult	yes
1673	3rd	male	adult	yes
1674	3rd	male	adult	yes
1675	3rd	male	adult	yes
1676	3rd	male	adult	yes
1677	3rd	male	adult	yes
1678	3rd	male	adult	yes
1679	3rd	male	adult	yes
1680	3rd	male	adult	yes
1681	3rd	male	adult	yes
1682	3rd	male	adult	yes
1683	3rd	male	adult	yes
1684	3rd	male	adult	yes
1685	3rd	male	adult	yes
1686	3rd	male	adult	yes
1687	3rd	male	adult	yes
1688	3rd	male	adult	yes
1689	3rd	male	adult	yes
1690	3rd	male	adult	yes
1691	3rd	male	adult	yes
1692	3rd	male	adult	yes
1693	3rd	male	adult	yes
1694	crew	male	adult	yes
1695	crew	male	adult	yes
1696	crew	male	adult	yes
1697	crew	male	adult	yes
1698	crew	male	adult	yes
1699	crew	male	adult	yes
1700	crew	male	adult	yes
1701	crew	male	adult	yes
1702	crew	male	adult	yes
1703	crew	male	adult	yes
1704	crew	male	adult	yes
1705	crew	male	adult	yes
1706	crew	male	adult	yes
1707	crew	male	adult	yes
1708	crew	male	adult	yes
1709	crew	male	adult	yes
1710	crew	male	adult	yes
1711	crew	male	adult	yes
1712	crew	male	adult	yes
1713	crew	male	adult	yes
1714	crew	male	adult	yes
1715	crew	male	adult	yes
1716	crew	male	adult	yes
1717	crew	male	adult	yes
1718	crew	male	adult	yes
1719	crew	male	adult	yes
1720	crew	male	adult	yes
1721	crew	male	adult	yes
1722	crew	male	adult	yes
1723	crew	male	adult	yes
1724	crew	male	adult	yes
1725	crew	male	adult	yes
1726	crew	male	adult	yes
1727	crew	male	adult	yes
1728	crew	male	adult	yes
1729	crew	male	adult	yes
1730	crew	male	adult	yes
1731	crew	male	adult	yes
1732	crew	male	adult	yes
1733	crew	male	adult	yes
1734	crew	male	adult	yes
1735	crew	male	adult	yes
1736	crew	male	adult	yes
1737	crew	male	adult	yes
1738	crew	male	adult	yes
1739	crew	male	adult	yes
1740	crew	male	adult	yes
1741	crew	male	adult	yes
1742	crew	male	adult	yes
1743	crew	male	adult	yes
1744	crew	male	adult	yes
1745	crew	male	adult	yes
1746	crew	male	adult	yes
1747	crew	male	adult	yes
1748	crew	male	adult	yes
1749	crew	male	adult	yes
1750	crew	male	adult	yes
1751	crew	male	adult	yes
1752	crew	male	adult	yes
1753	crew	male	adult	yes
1754	crew	male	adult	yes
1755	crew	male	adult	yes
1756	crew	male	adult	yes
1757	crew	male	adult	yes
1758	crew	male	adult	yes
1759	crew	male	adult	yes
1760	crew	male	adult	yes
1761	crew	male	adult	yes
1762	crew	male	adult	yes
1763	crew	male	adult	yes
1764	crew	male	adult	yes
1765	crew	male	adult	yes
1766	crew	male	adult	yes
1767	crew	male	adult	yes
1768	crew	male	adult	yes
1769	crew	male	adult	yes
1770	crew	male	adult	yes
1771	crew	male	adult	yes
1772	crew	male	adult	yes
1773	crew	male	adult	yes
1774	crew	male	adult	yes
1775	crew	male	adult	yes
1776	crew	male	adult	yes
1777	crew	male	adult	yes
1778	crew	male	adult	yes
1779	crew	male	adult	yes
1780	crew	male	adult	yes
1781	crew	male	adult	yes
1782	crew	male	adult	yes
1783	crew	male	adult	yes
1784	crew	male	adult	yes
1785	crew	male	adult	yes
1786	crew	male	adult	yes
1787	crew	male	adult	yes
1788	crew	male	adult	yes
1789	crew	male	adult	yes
1790	crew	male	adult	yes
1791	crew	male	adult	yes
1792	crew	male	adult	yes
1793	crew	male	adult	yes
1794	crew	male	adult	yes
1795	crew	male	adult	yes
1796	crew	male	adult	yes
1797	crew	male	adult	yes
1798	crew	male	adult	yes
1799	crew	male	adult	yes
1800	crew	male	adult	yes
1801	crew	male	adult	yes
1802	crew	male	adult	yes
1803	crew	male	adult	yes
1804	crew	male	adult	yes
1805	crew	male	adult	yes
1806	crew	male	adult	yes
1807	crew	male	adult	yes
1808	crew	male	adult	yes
1809	crew	male	adult	yes
1810	crew	male	adult	yes
1811	crew	male	adult	yes
1812	crew	male	adult	yes
1813	crew	male	adult	yes
1814	crew	male	adult	yes
1815	crew	male	adult	yes
1816	crew	male	adult	yes
1817	crew	male	adult	yes
1818	crew	male	adult	yes
1819	crew	male	adult	yes
1820	crew	male	adult	yes
1821	crew	male	adult	yes
1822	crew	male	adult	yes
1823	crew	male	adult	yes
1824	crew	male	adult	yes
1825	crew	male	adult	yes
1826	crew	male	adult	yes
1827	crew	male	adult	yes
1828	crew	male	adult	yes
1829	crew	male	adult	yes
1830	crew	male	adult	yes
1831	crew	male	adult	yes
1832	crew	male	adult	yes
1833	crew	male	adult	yes
1834	crew	male	adult	yes
1835	crew	male	adult	yes
1836	crew	male	adult	yes
1837	crew	male	adult	yes
1838	crew	male	adult	yes
1839	crew	male	adult	yes
1840	crew	male	adult	yes
1841	crew	male	adult	yes
1842	crew	male	adult	yes
1843	crew	male	adult	yes
1844	crew	male	adult	yes
1845	crew	male	adult	yes
1846	crew	male	adult	yes
1847	crew	male	adult	yes
1848	crew	male	adult	yes
1849	crew	male	adult	yes
1850	crew	male	adult	yes
1851	crew	male	adult	yes
1852	crew	male	adult	yes
1853	crew	male	adult	yes
1854	crew	male	adult	yes
1855	crew	male	adult	yes
1856	crew	male	adult	yes
1857	crew	male	adult	yes
1858	crew	male	adult	yes
1859	crew	male	adult	yes
1860	crew	male	adult	yes
1861	crew	male	adult	yes
1862	crew	male	adult	yes
1863	crew	male	adult	yes
1864	crew	male	adult	yes
1865	crew	male	adult	yes
1866	crew	male	adult	yes
1867	crew	male	adult	yes
1868	crew	male	adult	yes
1869	crew	male	adult	yes
1870	crew	male	adult	yes
1871	crew	male	adult	yes
1872	crew	male	adult	yes
1873	crew	male	adult	yes
1874	crew	male	adult	yes
1875	crew	male	adult	yes
1876	crew	male	adult	yes
1877	crew	male	adult	yes
1878	crew	male	adult	yes
1879	crew	male	adult	yes
1880	crew	male	adult	yes
1881	crew	male	adult	yes
1882	crew	male	adult	yes
1883	crew	male	adult	yes
1884	crew	male	adult	yes
1885	crew	male	adult	yes
1886	1st	female	adult	yes
1887	1st	female	adult	yes
1888	1st	female	adult	yes
1889	1st	female	adult	yes
1890	1st	female	adult	yes
1891	1st	female	adult	yes
1892	1st	female	adult	yes
1893	1st	female	adult	yes
1894	1st	female	adult	yes
1895	1st	female	adult	yes
1896	1st	female	adult	yes
1897	1st	female	adult	yes
1898	1st	female	adult	yes
1899	1st	female	adult	yes
1900	1st	female	adult	yes
1901	1st	female	adult	yes
1902	1st	female	adult	yes
1903	1st	female	adult	yes
1904	1st	female	adult	yes
1905	1st	female	adult	yes
1906	1st	female	adult	yes
1907	1st	female	adult	yes
1908	1st	female	adult	yes
1909	1st	female	adult	yes
1910	1st	female	adult	yes
1911	1st	female	adult	yes
1912	1st	female	adult	yes
1913	1st	female	adult	yes
1914	1st	female	adult	yes
1915	1st	female	adult	yes
1916	1st	female	adult	yes
1917	1st	female	adult	yes
1918	1st	female	adult	yes
1919	1st	female	adult	yes
1920	1st	female	adult	yes
1921	1st	female	adult	yes
1922	1st	female	adult	yes
1923	1st	female	adult	yes
1924	1st	female	adult	yes
1925	1st	female	adult	yes
1926	1st	female	adult	yes
1927	1st	female	adult	yes
1928	1st	female	adult	yes
1929	1st	female	adult	yes
1930	1st	female	adult	yes
1931	1st	female	adult	yes
1932	1st	female	adult	yes
1933	1st	female	adult	yes
1934	1st	female	adult	yes
1935	1st	female	adult	yes
1936	1st	female	adult	yes
1937	1st	female	adult	yes
1938	1st	female	adult	yes
1939	1st	female	adult	yes
1940	1st	female	adult	yes
1941	1st	female	adult	yes
1942	1st	female	adult	yes
1943	1st	female	adult	yes
1944	1st	female	adult	yes
1945	1st	female	adult	yes
1946	1st	female	adult	yes
1947	1st	female	adult	yes
1948	1st	female	adult	yes
1949	1st	female	adult	yes
1950	1st	female	adult	yes
1951	1st	female	adult	yes
1952	1st	female	adult	yes
1953	1st	female	adult	yes
1954	1st	female	adult	yes
1955	1st	female	adult	yes
1956	1st	female	adult	yes
1957	1st	female	adult	yes
1958	1st	female	adult	yes
1959	1st	female	adult	yes
1960	1st	female	adult	yes
1961	1st	female	adult	yes
1962	1st	female	adult	yes
1963	1st	female	adult	yes
1964	1st	female	adult	yes
1965	1st	female	adult	yes
1966	1st	female	adult	yes
1967	1st	female	adult	yes
1968	1st	female	adult	yes
1969	1st	female	adult	yes
1970	1st	female	adult	yes
1971	1st	female	adult	yes
1972	1st	female	adult	yes
1973	1st	female	adult	yes
1974	1st	female	adult	yes
1975	1st	female	adult	yes
1976	1st	female	adult	yes
1977	1st	female	adult	yes
1978	1st	female	adult	yes
1979	1st	female	adult	yes
1980	1st	female	adult	yes
1981	1st	female	adult	yes
1982	1st	female	adult	yes
1983	1st	female	adult	yes
1984	1st	female	adult	yes
1985	1st	female	adult	yes
1986	1st	female	adult	yes
1987	1st	female	adult	yes
1988	1st	female	adult	yes
1989	1st	female	adult	yes
1990	1st	female	adult	yes
1991	1st	female	adult	yes
1992	1st	female	adult	yes
1993	1st	female	adult	yes
1994	1st	female	adult	yes
1995	1st	female	adult	yes
1996	1st	female	adult	yes
1997	1st	female	adult	yes
1998	1st	female	adult	yes
1999	1st	female	adult	yes
2000	1st	female	adult	yes
2001	1st	female	adult	yes
2002	1st	female	adult	yes
2003	1st	female	adult	yes
2004	1st	female	adult	yes
2005	1st	female	adult	yes
2006	1st	female	adult	yes
2007	1st	female	adult	yes
2008	1st	female	adult	yes
2009	1st	female	adult	yes
2010	1st	female	adult	yes
2011	1st	female	adult	yes
2012	1st	female	adult	yes
2013	1st	female	adult	yes
2014	1st	female	adult	yes
2015	1st	female	adult	yes
2016	1st	female	adult	yes
2017	1st	female	adult	yes
2018	1st	female	adult	yes
2019	1st	female	adult	yes
2020	1st	female	adult	yes
2021	1st	female	adult	yes
2022	1st	female	adult	yes
2023	1st	female	adult	yes
2024	1st	female	adult	yes
2025	1st	female	adult	yes
2026	2nd	female	adult	yes
2027	2nd	female	adult	yes
2028	2nd	female	adult	yes
2029	2nd	female	adult	yes
2030	2nd	female	adult	yes
2031	2nd	female	adult	yes
2032	2nd	female	adult	yes
2033	2nd	female	adult	yes
2034	2nd	female	adult	yes
2035	2nd	female	adult	yes
2036	2nd	female	adult	yes
2037	2nd	female	adult	yes
2038	2nd	female	adult	yes
2039	2nd	female	adult	yes
2040	2nd	female	adult	yes
2041	2nd	female	adult	yes
2042	2nd	female	adult	yes
2043	2nd	female	adult	yes
2044	2nd	female	adult	yes
2045	2nd	female	adult	yes
2046	2nd	female	adult	yes
2047	2nd	female	adult	yes
2048	2nd	female	adult	yes
2049	2nd	female	adult	yes
2050	2nd	female	adult	yes
2051	2nd	female	adult	yes
2052	2nd	female	adult	yes
2053	2nd	female	adult	yes
2054	2nd	female	adult	yes
2055	2nd	female	adult	yes
2056	2nd	female	adult	yes
2057	2nd	female	adult	yes
2058	2nd	female	adult	yes
2059	2nd	female	adult	yes
2060	2nd	female	adult	yes
2061	2nd	female	adult	yes
2062	2nd	female	adult	yes
2063	2nd	female	adult	yes
2064	2nd	female	adult	yes
2065	2nd	female	adult	yes
2066	2nd	female	adult	yes
2067	2nd	female	adult	yes
2068	2nd	female	adult	yes
2069	2nd	female	adult	yes
2070	2nd	female	adult	yes
2071	2nd	female	adult	yes
2072	2nd	female	adult	yes
2073	2nd	female	adult	yes
2074	2nd	female	adult	yes
2075	2nd	female	adult	yes
2076	2nd	female	adult	yes
2077	2nd	female	adult	yes
2078	2nd	female	adult	yes
2079	2nd	female	adult	yes
2080	2nd	female	adult	yes
2081	2nd	female	adult	yes
2082	2nd	female	adult	yes
2083	2nd	female	adult	yes
2084	2nd	female	adult	yes
2085	2nd	female	adult	yes
2086	2nd	female	adult	yes
2087	2nd	female	adult	yes
2088	2nd	female	adult	yes
2089	2nd	female	adult	yes
2090	2nd	female	adult	yes
2091	2nd	female	adult	yes
2092	2nd	female	adult	yes
2093	2nd	female	adult	yes
2094	2nd	female	adult	yes
2095	2nd	female	adult	yes
2096	2nd	female	adult	yes
2097	2nd	female	adult	yes
2098	2nd	female	adult	yes
2099	2nd	female	adult	yes
2100	2nd	female	adult	yes
2101	2nd	female	adult	yes
2102	2nd	female	adult	yes
2103	2nd	female	adult	yes
2104	2nd	female	adult	yes
2105	2nd	female	adult	yes
2106	3rd	female	adult	yes
2107	3rd	female	adult	yes
2108	3rd	female	adult	yes
2109	3rd	female	adult	yes
2110	3rd	female	adult	yes
2111	3rd	female	adult	yes
2112	3rd	female	adult	yes
2113	3rd	female	adult	yes
2114	3rd	female	adult	yes
2115	3rd	female	adult	yes
2116	3rd	female	adult	yes
2117	3rd	female	adult	yes
2118	3rd	female	adult	yes
2119	3rd	female	adult	yes
2120	3rd	female	adult	yes
2121	3rd	female	adult	yes
2122	3rd	female	adult	yes
2123	3rd	female	adult	yes
2124	3rd	female	adult	yes
2125	3rd	female	adult	yes
2126	3rd	female	adult	yes
2127	3rd	female	adult	yes
2128	3rd	female	adult	yes
2129	3rd	female	adult	yes
2130	3rd	female	adult	yes
2131	3rd	female	adult	yes
2132	3rd	female	adult	yes
2133	3rd	female	adult	yes
2134	3rd	female	adult	yes
2135	3rd	female	adult	yes
2136	3rd	female	adult	yes
2137	3rd	female	adult	yes
2138	3rd	female	adult	yes
2139	3rd	female	adult	yes
2140	3rd	female	adult	yes
2141	3rd	female	adult	yes
2142	3rd	female	adult	yes
2143	3rd	female	adult	yes
2144	3rd	female	adult	yes
2145	3rd	female	adult	yes
2146	3rd	female	adult	yes
2147	3rd	female	adult	yes
2148	3rd	female	adult	yes
2149	3rd	female	adult	yes
2150	3rd	female	adult	yes
2151	3rd	female	adult	yes
2152	3rd	female	adult	yes
2153	3rd	female	adult	yes
2154	3rd	female	adult	yes
2155	3rd	female	adult	yes
2156	3rd	female	adult	yes
2157	3rd	female	adult	yes
2158	3rd	female	adult	yes
2159	3rd	female	adult	yes
2160	3rd	female	adult	yes
2161	3rd	female	adult	yes
2162	3rd	female	adult	yes
2163	3rd	female	adult	yes
2164	3rd	female	adult	yes
2165	3rd	female	adult	yes
2166	3rd	female	adult	yes
2167	3rd	female	adult	yes
2168	3rd	female	adult	yes
2169	3rd	female	adult	yes
2170	3rd	female	adult	yes
2171	3rd	female	adult	yes
2172	3rd	female	adult	yes
2173	3rd	female	adult	yes
2174	3rd	female	adult	yes
2175	3rd	female	adult	yes
2176	3rd	female	adult	yes
2177	3rd	female	adult	yes
2178	3rd	female	adult	yes
2179	3rd	female	adult	yes
2180	3rd	female	adult	yes
2181	3rd	female	adult	yes
2182	crew	female	adult	yes
2183	crew	female	adult	yes
2184	crew	female	adult	yes
2185	crew	female	adult	yes
2186	crew	female	adult	yes
2187	crew	female	adult	yes
2188	crew	female	adult	yes
2189	crew	female	adult	yes
2190	crew	female	adult	yes
2191	crew	female	adult	yes
2192	crew	female	adult	yes
2193	crew	female	adult	yes
2194	crew	female	adult	yes
2195	crew	female	adult	yes
2196	crew	female	adult	yes
2197	crew	female	adult	yes
2198	crew	female	adult	yes
2199	crew	female	adult	yes
2200	crew	female	adult	yes
2201	crew	female	adult	yes
